,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
1238,24.8,86.3,14.3,21.5,22.7,12.2,1.27,8.6,419,Moderate
2241,29.9,60.8,88.5,93.5,16.5,4.9,1.7,7.1,454,Moderate
883,30.2,71.7,18.3,29.4,16.1,8.9,1.48,5.5,479,Moderate
1231,35.7,79.1,38.0,55.5,25.6,17.0,2.75,2.8,821,Hazardous
152,26.4,62.1,7.1,10.1,19.2,5.9,1.06,12.2,437,Good
739,37.8,73.1,0.2,26.8,37.5,25.7,1.28,2.8,631,Hazardous
2366,20.3,66.0,3.3,10.1,23.4,5.0,0.81,10.8,291,Good
3997,27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,Moderate
3603,31.0,55.7,3.8,5.4,17.5,2.9,1.16,11.8,332,Good
3336,20.1,41.7,3.6,8.2,23.2,9.1,0.97,10.4,370,Good
4080,30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329,Good
920,29.5,69.8,5.9,21.1,27.6,18.9,1.82,3.6,694,Poor
133,38.3,89.3,10.1,28.2,29.5,20.9,1.76,4.7,587,Poor
3576,25.9,76.7,13.8,17.9,17.4,5.0,1.2,10.3,251,Good
3557,35.3,106.9,35.7,60.3,41.7,16.1,2.54,5.6,857,Hazardous
3881,26.8,55.2,3.6,8.0,20.7,5.6,0.76,12.2,575,Good
4064,39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533,Poor
2739,35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692,Moderate
1461,24.0,60.3,1.5,8.1,22.2,6.0,1.14,11.1,301,Good
3642,27.5,55.4,32.5,47.0,22.1,12.7,1.66,5.2,298,Moderate
617,33.4,88.2,74.2,91.6,40.3,15.0,1.83,5.5,656,Poor
1056,31.8,68.3,29.4,39.1,23.0,5.8,1.76,6.2,463,Moderate
3496,31.8,49.9,7.5,17.9,36.1,7.0,1.48,9.5,687,Moderate
748,26.1,54.5,1.5,5.8,17.2,3.1,0.98,17.9,327,Good
3938,32.2,91.3,0.3,26.5,19.7,27.9,1.88,3.3,661,Poor
2966,35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489,Moderate
3466,28.9,87.3,98.3,118.1,34.8,13.4,1.76,7.9,760,Poor
4616,28.6,50.1,3.2,15.6,26.6,4.9,1.6,5.5,566,Moderate
4905,23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360,Good
2781,25.3,88.7,50.1,65.4,39.0,16.6,1.98,5.1,696,Poor
2699,22.0,70.7,34.7,46.7,19.8,10.5,1.78,5.6,691,Moderate
1048,41.2,100.3,19.6,35.4,39.8,9.1,1.97,4.6,453,Poor
44,22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395,Good
1781,22.7,68.4,3.2,7.7,15.6,7.1,1.05,10.2,409,Good
3814,34.7,63.4,79.7,92.0,29.9,4.0,1.36,6.1,566,Moderate
2558,23.7,73.3,4.7,19.0,23.0,8.4,1.4,5.5,668,Moderate
1545,44.9,66.4,10.6,34.3,38.5,19.3,2.53,3.0,575,Hazardous
118,44.5,81.7,85.6,107.6,34.2,34.9,2.45,7.5,682,Hazardous
2340,49.9,91.6,26.6,51.1,31.8,29.0,2.48,5.4,849,Hazardous
1222,31.2,71.9,56.5,74.2,29.9,11.8,2.14,4.0,602,Poor
3314,33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593,Moderate
982,27.3,47.6,17.0,23.5,12.9,2.5,0.93,10.7,571,Good
2693,26.2,62.3,5.9,9.6,23.6,8.6,1.4,7.9,685,Moderate
4165,23.6,45.6,7.9,9.2,20.8,6.9,1.19,11.1,521,Good
623,31.2,53.7,29.4,43.3,29.6,15.4,1.44,8.3,432,Moderate
2172,45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571,Hazardous
4386,23.8,79.7,12.7,27.5,30.4,9.9,1.85,3.6,568,Poor
2631,29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,Moderate
399,38.2,84.1,28.5,35.4,20.9,12.9,1.55,6.0,697,Moderate
1431,28.2,73.2,27.8,39.6,23.7,1.3,1.46,5.7,563,Moderate
3206,23.2,71.8,56.0,70.0,26.3,14.6,1.69,5.7,392,Moderate
15,37.0,76.5,22.5,35.0,38.0,26.9,2.31,3.7,774,Poor
1376,21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,489,Good
3804,42.6,111.3,51.4,77.1,23.0,11.4,2.41,6.3,832,Hazardous
3635,34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672,Moderate
683,30.0,69.2,2.0,3.9,15.3,5.2,1.09,10.1,297,Good
174,21.6,46.5,6.5,15.7,21.8,7.8,1.03,15.0,602,Good
4294,25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582,Moderate
3586,25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503,Good
1841,29.1,54.3,5.8,15.1,28.0,8.8,1.43,10.8,421,Moderate
3973,43.1,102.6,8.2,30.7,37.0,33.2,2.36,4.9,782,Hazardous
3394,24.4,65.5,2.5,9.2,19.2,6.1,1.12,11.5,393,Good
4852,43.1,69.1,2.4,16.6,30.0,12.2,2.08,5.9,657,Poor
4894,28.2,60.6,14.5,19.4,23.0,6.0,1.16,14.3,360,Good
2734,29.3,56.4,0.5,1.5,25.0,3.4,0.88,11.2,407,Good
1509,35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,463,Moderate
1264,26.2,49.9,0.5,2.0,22.9,2.3,0.94,17.9,581,Good
3697,25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,364,Good
916,28.4,76.2,16.8,28.7,30.0,8.2,1.64,5.7,644,Moderate
4400,32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,Good
4143,41.9,96.6,47.7,73.1,54.2,7.8,2.9,2.6,682,Hazardous
2025,46.8,117.3,21.6,29.6,25.3,26.7,2.31,6.4,712,Hazardous
2844,36.5,86.5,31.4,43.0,44.1,10.9,2.64,3.6,455,Poor
4870,22.1,64.6,13.1,17.7,15.6,4.9,0.99,10.5,468,Good
2054,34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,500,Moderate
4123,24.9,82.2,19.5,27.9,25.6,2.0,1.54,8.1,458,Moderate
4939,47.2,76.9,1.5,27.0,34.4,20.2,2.45,6.0,939,Hazardous
416,33.2,80.6,18.5,32.1,23.0,21.3,1.84,5.4,793,Poor
1183,30.8,92.2,50.1,67.5,25.3,23.5,2.41,7.0,573,Poor
1499,24.4,45.9,25.0,30.5,22.8,3.1,0.97,11.5,524,Good
3405,32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356,Moderate
4112,31.9,80.5,10.3,18.2,29.1,17.2,1.72,5.2,373,Moderate
4140,29.2,45.9,1.9,10.9,29.4,5.5,1.1,6.1,647,Moderate
1050,24.7,87.2,15.5,25.1,33.3,17.7,2.27,5.1,670,Poor
4440,29.4,52.1,7.2,18.1,19.6,2.5,1.62,8.6,613,Moderate
1738,25.8,68.3,12.6,19.0,13.0,6.6,1.09,11.2,310,Good
3666,36.4,77.4,39.3,62.4,25.9,10.8,2.37,4.8,774,Poor
1930,27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,465,Moderate
741,29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,Moderate
634,22.1,56.3,6.8,13.1,25.6,1.5,1.01,11.6,535,Good
1206,32.6,65.1,4.1,19.3,28.0,14.5,1.45,6.3,509,Moderate
1421,25.0,69.5,4.2,9.0,28.8,5.6,1.19,10.1,232,Good
492,24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463,Good
830,23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,347,Good
4778,25.3,47.4,70.7,84.8,22.4,8.2,1.59,13.2,587,Moderate
400,32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501,Poor
710,28.1,50.3,3.8,14.1,21.0,12.7,1.52,6.3,496,Moderate
4517,37.6,81.0,11.8,29.5,39.5,22.3,2.32,3.8,616,Poor
823,34.3,94.8,12.6,30.7,52.7,17.5,2.02,4.5,934,Hazardous
4555,25.7,86.6,4.4,16.6,18.2,10.9,1.37,5.6,594,Moderate
4793,26.4,54.3,4.2,7.6,23.8,5.8,1.02,11.7,299,Good
3216,23.1,63.0,9.9,17.8,25.0,5.4,1.03,10.2,403,Good
4982,25.0,72.6,1.5,6.9,19.0,5.7,0.94,14.8,407,Good
3204,18.5,60.0,20.8,22.7,24.0,6.7,0.89,11.8,541,Good
4839,48.6,88.7,37.5,64.1,34.3,5.6,1.75,6.2,592,Poor
1295,21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,Good
811,36.4,64.6,78.0,82.6,27.2,5.8,1.5,9.0,412,Moderate
4062,25.1,81.3,11.9,21.9,33.8,8.1,1.48,13.9,625,Moderate
242,55.0,63.0,29.4,49.3,35.5,25.7,2.49,2.7,785,Hazardous
4647,29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,Good
1404,26.7,42.5,20.0,24.9,22.1,8.4,0.95,15.0,309,Good
866,29.6,78.9,9.3,19.0,31.3,11.2,1.74,6.8,714,Moderate
4568,23.0,79.9,0.3,9.8,23.0,10.2,1.73,8.9,264,Moderate
4161,39.6,96.2,47.1,65.4,35.8,17.1,2.03,5.2,661,Poor
787,38.1,109.9,1.7,12.9,29.8,17.7,1.89,4.4,734,Poor
3008,33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606,Moderate
575,20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573,Good
3861,27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407,Good
1159,19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,Good
3273,27.4,81.5,18.9,30.4,22.6,12.8,1.55,5.1,341,Moderate
2599,21.5,74.6,0.3,8.1,15.9,6.3,1.02,15.6,381,Good
2864,26.8,41.9,8.4,13.8,26.3,6.2,1.06,14.4,494,Good
3199,23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,275,Good
2202,33.6,50.5,19.6,31.4,31.5,14.2,1.7,8.2,456,Moderate
3475,29.1,93.2,8.0,19.3,35.6,25.8,1.72,4.2,473,Poor
767,23.1,80.1,10.4,14.9,23.3,6.0,1.0,10.6,332,Good
2486,28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577,Good
988,27.1,36.1,9.8,16.2,18.6,5.5,0.91,10.3,311,Good
3703,25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542,Good
4643,33.0,60.4,20.1,29.9,31.9,7.6,1.32,5.7,335,Moderate
126,21.9,60.3,0.0,3.1,20.0,3.0,0.92,10.3,396,Good
3516,24.4,79.0,7.5,10.3,28.1,4.6,1.49,5.7,473,Moderate
738,32.2,65.2,28.8,37.0,26.6,10.4,1.72,7.0,538,Moderate
2,30.7,84.2,22.4,38.4,26.8,12.3,1.34,6.1,399,Moderate
3921,29.9,77.8,1.5,23.4,43.8,20.0,1.89,6.0,681,Poor
366,36.1,84.1,25.6,42.0,35.7,14.7,2.39,5.3,444,Poor
858,27.6,61.3,1.5,12.0,28.7,11.6,1.63,5.1,581,Moderate
687,25.2,74.1,32.0,38.9,21.1,6.9,1.02,10.7,540,Good
305,28.7,64.6,12.1,17.6,14.2,6.2,1.04,11.1,600,Good
2307,24.3,45.0,21.7,24.7,20.9,8.3,0.86,12.5,388,Good
2508,30.2,91.2,6.4,13.6,25.8,10.8,1.54,7.3,685,Moderate
2908,24.2,63.9,6.6,9.1,24.1,2.7,0.93,12.8,369,Good
1850,22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471,Good
2881,26.8,55.4,4.9,7.3,22.8,5.3,1.1,16.7,313,Good
976,29.8,67.7,3.6,12.7,17.0,6.8,1.01,13.7,550,Good
3910,24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557,Good
398,32.9,47.3,37.9,46.2,20.1,3.9,1.47,10.3,419,Moderate
792,38.6,58.3,9.6,29.6,28.4,13.7,2.17,3.5,422,Poor
3509,24.9,56.5,2.4,7.0,18.6,6.1,1.12,13.7,333,Good
1962,20.6,69.0,23.2,27.0,13.6,2.4,0.92,13.1,444,Good
3724,27.0,87.3,10.8,18.7,24.2,10.7,1.47,6.3,327,Moderate
1801,30.2,72.3,3.4,14.2,28.2,8.5,1.84,6.9,422,Moderate
286,39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,Moderate
3883,28.1,73.2,31.1,41.5,18.8,12.8,1.23,5.1,423,Moderate
2361,36.8,82.8,7.3,17.9,33.2,17.0,1.9,4.3,678,Poor
1687,32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374,Moderate
2417,35.1,47.6,23.8,31.7,26.6,14.5,1.35,6.9,565,Moderate
2135,36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732,Poor
554,32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,Moderate
1380,49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous
1067,29.3,72.3,113.9,126.4,36.9,13.2,1.53,5.2,630,Moderate
459,24.7,78.0,9.3,13.9,19.3,2.4,0.92,10.7,599,Good
1848,28.1,65.8,3.1,8.6,14.6,5.2,0.86,10.9,370,Good
894,22.2,78.5,5.7,7.5,19.7,5.0,1.15,13.1,514,Good
2367,23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606,Good
3002,18.7,65.8,8.3,15.6,27.5,7.3,0.86,12.9,259,Good
3507,35.6,71.9,10.3,27.3,22.6,10.4,1.66,4.4,555,Poor
2078,39.2,111.2,25.7,46.9,45.6,25.2,2.25,4.5,692,Hazardous
3954,26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,Moderate
907,20.6,88.6,47.9,57.9,28.9,12.3,1.94,5.4,412,Moderate
2513,27.1,88.3,20.9,25.4,35.1,4.5,1.75,6.1,506,Moderate
833,29.3,75.2,43.5,48.7,22.7,7.7,1.61,11.8,370,Moderate
3385,35.0,76.4,20.3,28.2,19.9,11.2,1.68,6.6,430,Moderate
4968,31.5,55.4,50.2,68.7,31.5,6.0,2.13,4.4,529,Poor
2985,37.1,58.0,15.9,19.3,27.0,16.2,1.18,7.2,403,Moderate
4820,36.1,61.6,1.1,10.7,21.5,8.5,1.76,7.0,567,Moderate
2466,33.4,98.5,42.7,57.5,47.9,14.3,2.66,2.6,788,Hazardous
2165,26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425,Good
2751,22.2,57.5,3.6,5.6,16.7,7.6,0.86,11.6,460,Good
2256,29.6,56.4,17.2,35.2,20.7,4.5,1.7,6.3,649,Moderate
2100,34.6,71.4,20.4,32.4,22.9,7.0,1.64,7.6,514,Moderate
3302,25.9,71.0,22.1,21.8,14.4,2.3,0.93,12.5,314,Good
1959,45.2,93.2,51.2,79.2,35.4,23.3,2.16,3.7,565,Hazardous
1211,30.1,70.5,39.7,53.0,24.8,8.3,1.34,5.9,683,Moderate
3677,28.4,44.5,8.7,16.6,25.0,0.9,1.03,10.3,208,Good
1463,28.5,74.7,9.4,16.7,17.5,9.1,1.06,11.2,304,Good
3573,23.4,42.5,1.9,6.4,20.6,4.3,1.19,11.3,493,Good
4911,30.3,92.7,2.2,15.3,21.0,6.8,1.8,6.6,511,Moderate
4054,22.0,52.2,12.3,19.1,27.3,4.9,0.86,12.0,316,Good
2501,32.1,73.6,39.4,54.8,39.5,6.8,2.0,4.2,493,Poor
4723,27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275,Good
3449,29.7,46.7,0.4,12.9,33.2,4.5,1.63,5.2,541,Moderate
882,24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,Good
3422,29.2,93.2,35.8,46.6,34.6,11.0,1.34,6.9,346,Moderate
2210,42.8,116.1,10.3,31.6,36.9,15.3,2.34,4.1,755,Hazardous
4866,28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,Poor
4883,23.0,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379,Good
2479,20.9,62.3,7.4,11.1,20.6,3.0,0.96,13.1,295,Good
2851,15.4,64.2,5.5,10.5,15.4,4.1,1.0,12.7,549,Good
2507,25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,Good
420,30.5,73.1,51.1,73.9,31.4,19.4,2.05,4.9,664,Poor
3894,22.3,58.5,30.3,36.3,18.8,4.1,0.87,10.3,479,Good
2997,48.8,74.5,14.0,35.7,39.0,13.8,2.63,6.2,540,Hazardous
240,28.7,73.6,16.2,20.1,27.1,3.4,0.88,10.2,581,Good
377,32.1,53.9,7.5,16.9,29.2,18.1,1.59,5.3,328,Moderate
1379,24.6,84.2,8.3,22.1,36.4,11.7,1.36,7.9,329,Moderate
4024,22.6,47.3,1.8,9.0,22.5,5.0,1.17,11.2,433,Good
3244,45.5,67.6,51.4,64.5,36.9,9.4,1.93,4.2,467,Poor
4156,44.0,70.6,23.0,42.3,35.2,17.2,1.79,3.5,726,Poor
4324,36.6,49.9,2.0,14.5,30.5,9.1,1.29,5.4,565,Moderate
3183,37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318,Moderate
4207,26.2,64.3,16.2,19.4,18.5,9.0,1.08,11.3,566,Good
531,37.3,86.8,41.6,62.9,33.0,20.0,2.09,5.1,734,Hazardous
4651,31.0,69.1,15.4,29.6,24.8,5.7,1.62,6.2,704,Moderate
384,24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,Good
4726,34.4,90.8,12.5,27.0,29.4,9.8,1.47,11.0,477,Moderate
3944,52.8,83.3,42.7,72.1,42.5,33.9,2.46,2.5,561,Hazardous
2772,33.5,75.7,2.3,18.1,29.4,10.1,1.45,6.0,633,Moderate
2566,38.6,92.3,37.8,55.3,40.9,16.3,2.65,2.6,564,Hazardous
2048,22.5,41.5,0.3,7.1,17.3,3.2,1.01,11.4,212,Good
2478,36.2,80.7,35.7,55.6,39.2,13.2,2.13,8.7,829,Poor
3330,29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537,Moderate
4505,24.1,52.5,8.2,9.5,22.3,3.5,0.82,11.5,511,Good
4237,46.8,93.8,11.8,25.4,33.8,28.7,3.27,3.7,589,Hazardous
1663,37.3,82.2,11.2,32.1,36.6,17.0,1.91,3.5,831,Poor
2994,24.1,61.0,10.3,15.5,20.0,4.1,0.94,14.3,203,Good
1010,26.8,91.1,16.6,21.3,25.8,6.4,1.72,7.7,571,Moderate
657,24.7,79.4,36.3,47.9,21.0,9.9,1.67,10.3,549,Moderate
506,23.4,65.6,8.9,10.0,27.0,6.3,1.03,10.5,322,Good
424,23.5,86.3,4.3,23.8,32.3,5.6,1.46,9.5,427,Moderate
1488,35.5,55.7,41.5,52.6,37.1,8.7,1.17,9.2,546,Moderate
4822,23.9,39.6,1.3,5.7,23.2,6.4,0.93,11.2,569,Good
2425,35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,Moderate
99,23.0,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,Good
1958,32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,534,Moderate
4912,51.3,89.9,13.7,28.8,64.9,20.6,2.18,2.6,807,Hazardous
2765,22.2,53.1,13.8,15.0,21.5,4.1,1.06,14.5,276,Good
3946,25.8,68.0,17.6,25.9,19.8,4.2,0.85,13.1,303,Good
1489,36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,Moderate
3020,19.7,41.0,3.1,5.5,14.3,1.3,1.08,10.3,509,Good
1091,21.7,65.2,26.3,33.3,13.9,2.5,0.96,11.0,278,Good
2616,23.7,67.3,10.3,17.7,24.6,2.6,1.01,15.8,488,Good
3245,40.5,76.1,52.1,80.9,35.7,10.5,2.88,7.3,640,Hazardous
3855,27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,Good
4133,30.8,60.8,12.6,21.9,21.1,7.1,1.33,5.5,596,Moderate
4504,34.1,79.9,42.9,48.9,41.9,20.4,2.03,4.8,515,Poor
4224,36.5,68.3,4.4,19.3,32.0,14.8,2.18,8.2,771,Poor
280,31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,Hazardous
2671,35.0,81.6,52.5,65.4,32.5,5.0,1.59,8.2,624,Moderate
1818,23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364,Good
1996,26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,Good
3119,26.1,62.1,18.2,26.6,19.8,8.0,1.88,5.1,629,Moderate
1520,28.5,74.4,14.1,30.3,33.8,23.3,2.45,3.6,422,Poor
484,27.1,79.9,31.7,50.9,47.6,5.2,2.0,6.8,447,Poor
3792,47.5,101.4,137.0,157.7,50.1,16.5,2.37,5.1,638,Hazardous
3887,27.9,82.5,8.3,24.2,29.0,9.4,1.78,5.6,349,Moderate
2411,24.5,61.3,1.7,5.2,22.3,4.8,0.97,10.8,548,Good
878,24.8,46.4,0.7,5.7,15.7,4.7,0.98,10.5,523,Good
171,40.9,94.6,19.1,45.0,50.8,27.7,2.39,2.8,697,Hazardous
3402,42.3,70.8,18.7,35.2,28.1,20.8,2.21,3.9,651,Poor
4390,30.3,51.2,7.3,18.8,26.3,14.1,1.39,5.2,624,Moderate
3898,31.6,85.1,4.5,19.4,29.0,11.9,1.23,6.3,429,Moderate
4388,34.0,63.3,15.3,16.3,19.1,10.4,1.54,12.7,387,Moderate
2522,34.0,58.3,36.6,52.4,28.4,5.3,1.49,6.9,499,Moderate
585,30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,Moderate
2114,27.6,62.4,13.9,26.1,18.3,18.6,1.54,5.5,475,Moderate
4871,30.4,77.0,10.0,14.8,15.5,3.1,0.9,10.1,386,Good
1212,32.8,51.2,23.8,29.2,35.6,7.4,1.48,8.9,586,Moderate
3184,40.0,63.2,14.9,24.0,27.4,7.0,1.51,6.4,569,Moderate
258,35.1,61.5,26.0,46.4,32.0,15.0,1.55,10.5,731,Poor
86,25.0,77.6,0.7,7.6,17.4,8.0,1.74,5.2,317,Moderate
302,24.7,49.4,15.5,21.2,21.7,4.8,0.94,10.6,389,Good
1297,45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680,Hazardous
4246,33.7,83.3,10.2,32.2,33.6,27.7,2.53,11.9,541,Poor
4381,26.2,63.4,14.7,21.1,19.1,3.7,1.15,14.2,305,Good
2288,26.6,68.5,10.4,16.2,25.7,2.2,0.85,10.9,231,Good
2835,25.2,64.0,2.4,6.9,16.6,2.8,1.07,10.3,508,Good
3191,23.2,44.4,4.2,10.9,15.6,8.9,0.86,10.2,289,Good
645,32.5,51.2,1.6,10.5,21.6,19.3,1.53,5.9,519,Moderate
797,27.3,67.3,6.5,11.2,24.8,10.7,2.19,5.0,389,Poor
3758,27.6,51.3,6.0,12.7,32.6,6.4,1.44,5.1,386,Moderate
3877,20.1,55.0,8.5,10.7,24.6,6.3,1.07,17.2,431,Good
3246,25.4,75.3,0.7,2.9,23.3,7.3,0.85,17.0,325,Good
1230,31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good
997,28.0,45.2,7.3,9.7,24.1,2.2,1.13,12.7,286,Good
4077,37.5,49.5,9.5,14.9,21.7,7.3,1.64,5.4,654,Moderate
3664,29.6,54.4,9.0,12.0,14.3,5.1,1.08,11.1,438,Good
3320,23.9,49.8,3.2,8.9,16.4,7.4,1.0,11.1,237,Good
2692,25.8,65.3,27.6,32.9,15.2,7.2,1.12,10.4,287,Good
2983,27.8,69.2,2.7,7.9,24.8,2.1,1.22,10.2,401,Good
4928,50.2,85.1,14.4,31.2,30.7,16.5,1.85,6.7,537,Poor
2750,42.2,123.0,42.1,79.4,42.9,27.3,1.82,3.1,867,Hazardous
3648,29.4,74.5,12.2,18.2,21.9,4.8,0.99,10.1,267,Good
829,38.2,95.1,15.8,31.3,26.2,11.0,2.43,5.5,616,Poor
4197,42.4,102.6,18.2,38.5,46.7,6.6,2.67,9.5,720,Hazardous
404,20.9,78.1,16.9,22.9,13.2,6.9,1.09,10.4,450,Good
3730,25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349,Good
3271,28.4,81.5,6.7,11.7,17.6,2.9,0.93,12.9,580,Good
3663,25.4,74.2,40.6,46.1,19.7,9.9,1.32,6.1,459,Moderate
804,35.0,60.9,3.3,8.2,27.0,15.3,1.41,7.0,684,Moderate
2773,26.0,74.8,12.8,16.3,12.3,8.5,1.02,10.9,345,Good
271,20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463,Good
373,18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.2,600,Good
3674,29.6,54.6,7.7,14.1,18.6,6.7,0.99,11.6,340,Good
4059,32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677,Moderate
2572,40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,Poor
2132,37.1,100.9,3.5,19.9,46.0,18.4,2.08,6.6,473,Poor
4534,31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,670,Hazardous
3367,27.0,66.2,6.3,9.7,13.4,4.6,1.0,13.3,299,Good
2358,24.3,67.2,7.3,11.5,24.4,4.0,1.14,11.3,277,Good
3866,28.9,75.0,17.8,26.6,20.0,17.2,1.53,6.9,346,Moderate
798,38.1,96.6,59.5,79.6,40.5,24.4,2.41,4.9,863,Hazardous
4718,23.6,45.6,2.5,8.8,22.3,5.0,0.81,11.9,463,Good
4048,29.7,63.0,25.6,27.1,16.0,5.1,1.06,11.6,471,Good
108,30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610,Moderate
