,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
2057,34.9,66.8,8.4,20.7,32.8,11.8,1.21,8.2,623,Moderate
3599,42.1,83.5,14.7,36.2,42.8,0.1,2.31,3.4,797,Poor
3458,34.2,51.9,4.1,11.6,14.5,5.4,1.17,10.2,421,Good
3534,29.3,63.2,12.7,25.8,23.3,16.6,2.15,4.2,839,Poor
528,28.7,53.9,18.3,20.4,25.7,7.5,0.98,11.2,406,Good
2797,25.0,68.6,9.8,13.2,23.1,4.2,0.98,11.1,578,Good
563,25.9,62.2,6.7,11.0,24.7,2.6,1.07,12.4,386,Good
2484,23.9,66.7,14.3,16.9,21.8,7.8,1.07,10.4,413,Good
2207,26.4,51.1,0.7,3.6,27.8,9.6,1.09,10.9,281,Good
438,29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438,Moderate
142,25.1,60.1,3.7,9.4,11.5,6.5,0.77,10.2,313,Good
3031,24.5,73.2,3.5,7.3,25.3,4.6,1.37,10.7,399,Good
1744,31.4,51.5,6.0,15.4,22.0,11.4,1.29,6.8,370,Moderate
4582,33.0,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358,Moderate
4765,24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422,Poor
2786,30.5,48.5,4.9,8.0,17.4,3.9,0.95,13.8,371,Good
3146,24.0,43.8,13.6,18.3,24.2,7.2,0.88,10.1,477,Good
1433,27.2,46.0,4.5,8.3,24.2,6.1,1.06,12.5,545,Good
3145,35.0,99.0,28.8,37.8,50.0,16.0,2.66,2.5,586,Hazardous
3980,27.7,83.6,3.8,19.9,32.9,17.8,2.09,5.3,632,Poor
48,23.2,57.5,17.8,26.2,11.0,2.9,1.19,10.4,500,Good
4287,37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516,Poor
2573,32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536,Good
3746,31.4,53.2,18.5,27.9,28.9,13.0,1.42,5.7,319,Moderate
2471,24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258,Good
966,32.0,78.9,22.4,29.9,27.5,11.8,1.48,7.9,444,Moderate
1711,33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618,Poor
4047,28.4,45.1,9.7,15.9,23.0,6.5,0.99,12.6,303,Good
2737,36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739,Poor
1568,22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278,Good
651,32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590,Poor
1955,25.8,54.6,6.5,7.6,13.6,5.8,1.04,12.1,401,Good
832,24.6,45.1,0.4,6.4,21.2,1.7,0.94,10.1,226,Good
2302,49.6,79.9,13.4,26.4,37.8,28.8,2.71,3.3,639,Hazardous
1250,34.6,75.7,3.7,27.7,32.2,3.9,1.91,3.6,703,Poor
4016,38.5,103.0,12.2,37.4,40.5,19.5,1.89,7.2,527,Poor
0,24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,Good
315,31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,Moderate
3254,39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620,Poor
1961,29.2,70.2,9.6,14.3,21.9,3.8,1.03,11.1,262,Good
156,34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,Moderate
281,20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,Good
388,32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,Poor
1588,23.6,47.8,3.8,6.4,14.0,3.3,1.09,10.4,209,Good
157,30.2,49.8,0.7,8.0,30.5,7.2,1.56,5.9,706,Moderate
4030,25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547,Good
4900,40.9,72.9,22.5,43.4,36.6,21.1,2.33,2.7,592,Hazardous
2610,21.4,42.0,3.6,6.6,19.7,1.3,1.07,20.0,473,Good
3519,28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538,Moderate
4251,28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366,Good
4132,38.8,90.1,63.2,69.5,44.7,23.5,2.35,3.5,771,Hazardous
3986,29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531,Good
2626,22.2,74.0,90.0,99.8,29.1,10.7,1.94,5.2,573,Poor
2403,37.6,87.7,13.4,32.0,30.3,13.1,2.41,7.9,825,Poor
2416,26.4,74.6,73.9,86.5,24.4,7.0,1.65,5.1,603,Moderate
3984,26.7,54.6,3.1,7.1,29.9,9.1,1.44,9.6,509,Moderate
4117,35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691,Moderate
4519,22.2,66.7,1.6,8.2,14.1,7.8,0.99,10.4,544,Good
831,29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542,Poor
892,23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,Moderate
1575,26.9,58.8,0.8,8.1,18.4,4.5,1.01,11.2,245,Good
4445,28.8,44.8,4.2,8.8,12.1,3.9,0.92,14.0,298,Good
1977,29.9,63.3,3.8,16.0,24.2,7.9,1.42,8.9,710,Moderate
774,24.0,65.5,3.6,9.1,25.2,6.7,0.97,14.1,387,Good
4032,31.3,68.3,26.6,31.6,40.1,19.8,1.51,10.4,568,Poor
1503,32.0,69.7,95.7,110.4,36.1,20.5,2.3,6.8,673,Poor
4299,25.7,88.9,16.7,27.0,28.6,5.1,1.79,11.8,439,Moderate
3732,22.3,51.5,2.8,8.6,26.9,8.4,0.96,10.5,370,Good
2895,30.4,63.8,12.2,22.1,31.3,15.5,1.7,5.0,389,Moderate
319,24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,Moderate
659,29.4,53.6,5.6,15.9,28.9,8.5,1.61,8.9,384,Moderate
693,46.4,102.3,11.9,21.2,35.9,15.2,2.91,6.0,776,Hazardous
4333,24.0,53.4,5.3,10.8,34.8,15.9,1.16,6.4,728,Moderate
971,22.2,57.7,6.3,12.5,24.5,7.8,1.11,12.6,352,Good
3098,40.0,66.1,21.7,41.3,28.1,2.7,1.66,5.9,745,Poor
2873,34.6,68.4,56.8,72.9,32.9,7.8,1.51,6.0,702,Poor
124,21.5,60.0,14.6,20.6,20.9,1.6,0.94,10.7,587,Good
538,33.8,68.1,5.4,13.6,30.6,12.1,1.88,6.8,575,Moderate
326,32.0,89.4,3.6,17.4,21.8,15.8,1.34,5.4,325,Moderate
2255,29.1,68.0,37.5,47.0,30.1,7.9,1.63,7.1,516,Moderate
1422,26.3,45.3,5.8,14.0,18.3,2.8,0.96,12.2,411,Good
2422,22.4,77.8,17.2,22.0,14.3,2.7,0.83,11.9,410,Good
2545,24.7,59.9,2.4,8.0,23.1,6.9,1.06,11.4,356,Good
1694,24.5,63.2,2.0,8.7,22.9,5.0,1.07,12.3,561,Good
4981,41.0,82.3,90.1,109.2,48.8,27.5,1.52,4.3,450,Poor
380,22.4,58.6,8.1,12.7,12.4,4.0,1.1,10.2,591,Good
1129,39.6,87.7,2.8,12.5,28.9,2.8,2.05,3.8,692,Poor
1253,26.6,42.9,6.1,9.5,25.0,4.6,1.02,10.7,221,Good
4377,37.8,64.8,0.2,23.6,17.8,6.6,1.71,5.2,643,Poor
34,30.7,80.6,7.6,17.9,23.6,26.6,2.18,4.2,677,Poor
4587,28.4,62.8,24.6,35.1,23.5,12.3,1.53,5.4,543,Moderate
2128,33.8,53.7,11.2,30.1,25.8,10.6,1.23,5.3,640,Moderate
3656,31.0,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592,Poor
891,31.7,54.2,16.8,26.0,32.6,11.2,1.76,5.8,514,Moderate
4705,23.1,57.1,1.0,6.9,22.8,5.6,0.94,12.0,535,Good
1857,25.2,76.3,0.9,6.0,22.9,5.5,0.88,18.6,590,Good
3472,24.8,41.0,4.7,11.8,13.7,2.5,0.94,13.5,538,Good
3818,40.9,93.8,3.4,26.7,44.6,10.2,1.75,3.7,759,Poor
4954,26.8,79.8,15.1,33.0,28.6,14.6,1.56,4.2,367,Poor
3154,34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553,Moderate
3034,28.0,53.6,20.2,28.4,14.1,2.7,0.99,11.7,475,Good
3505,34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,Poor
1012,26.3,52.6,22.2,25.4,18.7,4.6,0.93,10.6,326,Good
1871,41.9,84.4,75.7,99.5,30.0,17.5,2.32,3.0,680,Hazardous
2914,27.1,75.3,0.1,7.1,13.8,7.9,1.03,12.7,499,Good
2385,28.6,78.6,56.8,66.2,24.5,12.1,1.12,5.6,340,Moderate
573,25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307,Good
233,31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,Good
3834,22.3,53.9,28.5,47.9,30.2,12.6,1.44,5.9,614,Moderate
3434,33.0,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566,Moderate
2076,27.8,64.2,12.5,17.2,18.8,5.2,1.0,14.1,323,Good
4186,30.6,107.4,35.4,53.4,31.2,23.4,1.73,5.6,631,Poor
1110,33.8,80.4,17.5,32.8,21.1,12.3,1.51,5.0,361,Moderate
4131,41.2,78.8,30.7,32.2,42.1,19.0,2.53,5.0,635,Poor
3978,35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644,Poor
1793,27.2,43.8,18.4,23.1,21.5,2.6,1.03,12.1,253,Good
4289,30.0,86.0,8.3,20.4,21.4,10.2,1.59,7.2,733,Moderate
672,34.4,86.3,28.4,50.6,34.5,42.3,2.28,3.2,685,Hazardous
1218,35.9,98.2,11.4,18.9,54.1,32.5,2.71,3.9,560,Hazardous
2068,29.6,65.6,3.4,9.3,20.6,2.9,1.03,10.2,452,Good
1082,22.4,57.3,5.8,9.6,23.6,4.3,1.08,11.0,595,Good
3278,24.0,79.3,6.2,13.3,22.0,6.6,0.9,10.5,579,Good
476,26.9,72.5,17.1,37.3,26.9,5.2,1.52,5.4,479,Poor
649,31.2,93.7,6.3,10.9,19.0,14.2,1.51,7.1,344,Moderate
639,26.3,55.2,1.3,6.4,11.2,5.8,1.08,12.2,605,Good
3062,29.4,93.8,10.3,22.7,45.1,11.8,2.03,5.4,486,Poor
680,44.1,109.2,31.8,44.9,51.1,12.3,2.27,5.7,640,Hazardous
3608,32.7,71.4,82.8,91.2,34.2,24.8,2.28,5.1,599,Poor
3432,35.9,49.6,8.2,26.0,20.0,8.4,1.57,5.0,361,Moderate
4491,46.1,105.2,56.5,70.0,22.8,25.6,2.41,6.8,524,Hazardous
1971,23.2,67.2,8.0,14.3,25.1,14.3,1.57,5.4,456,Moderate
3290,22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558,Good
3767,23.9,66.7,4.6,7.9,15.4,7.1,0.95,12.4,362,Good
3269,25.5,59.6,5.6,12.0,11.6,7.6,1.01,12.4,582,Good
1254,33.1,99.2,17.6,47.1,41.1,26.4,2.45,6.8,623,Hazardous
1487,27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544,Poor
3801,32.3,77.3,28.8,54.3,21.8,11.2,2.21,5.0,478,Poor
1204,23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,Good
3762,23.3,52.1,19.5,23.9,15.7,5.0,0.95,10.1,419,Good
2056,41.7,82.5,1.7,15.8,31.1,12.7,1.8,4.6,735,Poor
3932,29.5,53.9,37.4,50.4,24.1,5.2,1.47,5.1,679,Moderate
3485,38.6,111.4,9.9,20.0,36.3,22.5,1.74,7.5,591,Poor
3305,19.7,73.1,30.4,34.6,13.6,4.2,0.87,10.0,545,Good
1219,24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542,Moderate
577,21.8,79.6,7.1,16.8,14.5,6.0,0.91,10.8,455,Good
698,34.2,78.8,18.1,29.6,24.6,11.3,1.73,6.8,441,Moderate
4652,23.6,79.9,5.3,12.4,16.3,5.0,0.99,18.6,528,Good
925,27.3,45.8,3.8,7.8,19.3,7.1,0.99,11.7,312,Good
2857,21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536,Good
985,24.6,90.1,45.9,52.9,19.0,10.9,1.79,6.7,550,Moderate
130,25.2,62.9,4.1,12.3,27.6,8.4,1.03,10.9,276,Good
2534,37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,Poor
2146,22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,Good
865,19.1,63.4,23.9,31.8,22.1,9.2,1.5,5.2,639,Moderate
1434,33.2,86.6,5.5,8.0,30.0,5.7,1.89,9.3,553,Poor
3058,35.4,78.8,14.3,23.8,26.8,14.0,1.3,7.3,346,Moderate
2487,25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421,Good
1023,30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651,Poor
2125,27.8,53.7,7.8,16.9,29.7,7.9,1.31,5.6,613,Moderate
675,35.6,75.0,29.0,41.8,32.2,11.9,1.95,5.8,748,Poor
2836,25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,293,Good
1071,32.8,74.0,10.1,15.5,26.7,5.7,0.85,11.2,199,Good
2706,28.6,67.5,0.2,4.9,19.0,4.5,1.04,11.4,444,Good
2547,24.9,57.7,0.9,4.9,18.0,6.1,1.25,11.9,302,Good
4082,38.0,70.6,100.0,117.5,32.4,7.0,2.4,4.1,477,Poor
3995,54.6,90.7,48.9,62.9,30.1,11.5,2.74,3.7,617,Hazardous
489,31.5,73.7,5.3,20.6,32.5,8.7,2.22,10.7,569,Poor
2502,21.6,54.7,5.6,12.6,10.3,2.2,0.99,12.0,266,Good
1435,28.9,72.2,9.9,25.7,35.4,9.8,1.33,6.6,597,Moderate
3618,29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,Good
650,20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458,Good
3130,23.1,71.0,4.9,9.9,17.7,4.4,1.01,11.8,342,Good
1812,22.4,59.7,0.6,8.0,19.9,4.5,0.99,11.1,484,Good
1988,25.0,41.5,3.9,8.1,14.3,4.4,0.83,12.0,333,Good
3148,26.1,58.6,22.0,32.5,25.2,3.4,1.6,7.2,494,Moderate
1031,34.3,48.9,18.1,27.7,29.2,5.4,1.65,5.6,304,Moderate
1052,29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516,Good
2993,32.4,75.3,17.7,27.4,34.1,10.1,1.54,9.7,611,Moderate
2803,25.5,38.3,3.6,8.8,19.1,6.6,1.05,17.8,379,Good
2028,40.8,93.8,11.3,27.2,53.4,23.2,2.72,4.7,688,Hazardous
3267,24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361,Good
1109,28.3,77.3,13.0,21.6,33.2,9.3,1.77,7.5,542,Moderate
501,26.9,72.7,7.5,24.3,23.9,15.1,1.67,5.2,454,Moderate
1853,28.0,45.1,12.5,13.4,26.1,6.5,0.94,10.3,409,Good
3044,25.1,68.4,5.4,11.9,15.0,1.2,1.03,13.7,203,Good
4788,24.5,64.6,10.4,15.2,27.3,8.0,1.09,11.1,601,Good
213,25.1,42.6,12.3,20.1,25.0,6.3,1.08,13.7,455,Good
4049,33.3,70.1,55.1,72.7,40.5,30.7,2.12,4.9,612,Hazardous
3800,25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401,Good
3665,27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,Good
3107,26.2,57.2,3.9,3.9,20.0,3.9,0.94,14.9,290,Good
3217,37.0,80.1,35.2,49.4,41.1,21.2,1.84,5.3,469,Poor
2031,22.5,81.5,2.0,15.3,27.8,14.7,1.75,5.0,492,Moderate
1077,29.6,46.6,5.1,16.2,27.0,7.0,1.93,7.6,364,Moderate
607,33.4,70.5,7.5,15.2,24.1,8.6,1.49,6.0,417,Moderate
3813,23.8,92.0,20.3,37.8,44.0,5.5,2.29,4.0,433,Poor
4664,24.7,78.9,55.7,66.2,28.5,6.3,1.33,7.2,454,Moderate
316,37.4,105.6,22.8,44.9,31.1,9.5,2.68,3.6,563,Poor
2680,27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,Good
2243,22.8,65.1,3.1,10.6,11.1,4.9,0.88,12.0,500,Good
4146,20.5,47.4,1.4,6.6,17.7,6.6,1.08,13.2,427,Good
166,30.2,87.8,3.4,15.9,36.0,14.2,1.47,7.3,399,Moderate
228,40.9,75.9,80.5,74.7,34.0,27.4,3.48,3.5,805,Hazardous
1644,34.0,83.1,10.5,25.8,22.6,5.7,1.28,5.4,522,Moderate
1970,44.7,100.3,79.8,104.0,51.0,17.9,2.62,4.9,574,Hazardous
673,21.0,48.4,2.0,7.4,13.3,6.4,1.12,10.1,237,Good
265,30.5,54.0,6.3,14.5,29.0,7.9,1.54,5.8,391,Moderate
2313,27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454,Good
2718,35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,Hazardous
4998,21.8,71.2,17.0,21.4,20.4,8.4,0.92,11.5,311,Good
3873,22.7,76.8,12.9,15.2,21.9,4.9,0.99,18.6,410,Good
248,19.2,69.6,5.6,15.1,15.2,4.8,1.08,10.6,509,Good
4107,29.4,64.4,42.5,55.4,23.3,15.8,1.43,7.2,356,Moderate
3626,25.6,65.8,0.3,5.2,18.7,7.0,0.86,11.0,303,Good
3520,24.0,64.7,6.5,10.9,18.4,1.9,1.0,10.6,455,Good
3315,31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513,Moderate
4818,27.9,70.5,2.0,6.6,17.7,3.2,0.94,11.0,554,Good
1816,24.6,51.3,3.9,8.0,21.7,5.9,0.98,12.8,454,Good
1724,33.5,56.1,0.1,8.8,31.2,5.7,1.41,5.6,351,Moderate
4263,25.1,48.7,8.6,17.9,17.5,4.2,0.98,19.7,403,Good
2754,34.5,60.1,18.8,26.3,27.4,15.4,1.65,5.1,616,Moderate
2272,39.0,73.4,34.2,49.8,38.3,19.1,2.36,3.8,765,Hazardous
4370,29.0,81.3,60.0,76.1,24.2,5.8,1.05,6.4,511,Moderate
3289,36.0,95.2,7.0,21.6,36.2,13.8,1.75,4.5,564,Poor
2139,39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,Poor
4815,43.6,88.4,24.6,37.1,37.1,24.5,2.81,7.4,626,Hazardous
2107,31.2,51.4,28.1,41.1,15.6,12.1,1.44,5.7,386,Moderate
4711,41.9,85.5,32.2,37.1,40.9,21.9,2.07,6.1,579,Poor
3473,35.9,69.9,6.2,17.2,34.0,12.5,2.18,7.0,447,Poor
4559,24.6,53.0,3.1,6.0,24.6,5.2,0.95,11.1,500,Good
923,32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331,Moderate
3744,29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628,Moderate
1605,34.9,77.7,32.3,47.1,17.4,11.5,1.63,8.8,541,Moderate
3480,39.1,82.4,24.3,49.8,28.2,11.5,2.03,8.5,818,Poor
2301,27.8,67.4,7.3,11.4,13.1,2.3,1.17,13.0,528,Good
3598,25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444,Good
2641,22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489,Good
2040,33.8,92.2,18.0,41.1,25.2,15.7,2.11,3.7,407,Poor
3671,37.6,72.2,10.1,16.6,32.2,6.3,1.85,3.5,637,Poor
1636,41.2,80.2,10.8,34.5,25.7,11.4,2.08,3.7,714,Poor
4884,19.1,46.7,3.8,7.0,20.0,6.6,0.88,11.1,395,Good
3747,23.6,49.7,10.3,14.0,17.9,5.5,0.87,10.9,595,Good
2684,27.5,88.9,40.1,68.0,32.1,13.8,2.25,4.8,413,Poor
4813,40.2,107.4,25.0,52.1,46.6,15.2,2.29,3.6,627,Hazardous
1259,31.8,68.4,6.7,12.6,23.8,8.3,0.86,10.3,326,Good
4655,47.1,109.1,7.8,21.9,36.6,27.1,2.72,4.0,563,Hazardous
2515,47.0,95.9,4.5,19.7,40.4,8.7,2.69,3.2,739,Hazardous
2344,31.1,58.6,9.7,22.5,30.6,7.2,1.49,10.4,603,Moderate
1100,25.9,76.9,27.2,33.0,22.2,4.9,0.9,11.6,336,Good
393,44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,Hazardous
2089,23.1,100.8,7.4,30.0,28.5,16.3,1.8,7.2,711,Poor
3350,26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,Poor
942,21.4,76.4,15.3,22.1,12.4,3.4,0.96,16.3,420,Good
908,18.0,44.7,18.5,22.8,21.2,9.6,0.99,16.0,470,Good
646,25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226,Good
462,24.7,51.4,18.6,23.5,17.1,5.5,1.01,12.1,443,Good
3232,23.8,72.5,16.3,20.1,26.3,3.9,0.69,12.2,519,Good
1115,28.8,82.8,25.1,43.8,25.7,25.7,1.85,4.2,623,Poor
3274,24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242,Good
598,35.5,97.4,12.8,37.3,24.7,13.0,1.75,12.4,513,Poor
4969,28.7,67.4,11.0,15.2,19.2,8.3,1.13,10.3,481,Good
3771,33.0,51.4,15.6,27.7,30.0,10.2,1.08,6.7,644,Moderate
4617,29.6,74.8,15.3,28.4,20.2,10.4,1.45,5.6,373,Moderate
2812,28.8,103.5,5.1,24.7,39.1,16.4,3.22,12.1,699,Hazardous
2738,35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,509,Poor
2015,33.5,44.8,36.7,44.4,21.0,9.7,1.23,10.1,547,Moderate
256,32.4,60.2,0.7,10.0,34.7,11.2,1.59,8.6,717,Moderate
2005,41.1,105.0,6.9,30.9,37.1,16.4,2.45,3.4,750,Hazardous
642,35.3,65.1,109.6,122.9,40.9,8.3,2.64,10.5,777,Poor
2726,22.6,74.6,3.4,16.0,17.5,4.9,1.6,6.2,718,Moderate
14,28.8,49.0,0.4,9.3,35.2,7.3,1.43,5.4,553,Moderate
2789,33.3,51.4,9.6,20.7,20.7,16.0,1.48,5.8,542,Moderate
96,28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376,Good
1089,44.4,104.7,6.6,32.3,45.7,15.6,2.72,4.1,888,Hazardous
2934,24.8,73.1,6.5,9.8,17.5,10.0,1.02,12.5,287,Good
4859,38.7,72.4,3.4,23.9,25.4,22.6,2.27,3.9,765,Poor
396,35.7,91.0,49.9,50.3,19.0,15.4,1.94,4.2,539,Poor
1732,23.3,71.1,23.0,39.0,29.5,11.6,1.21,15.6,404,Moderate
1705,25.9,79.1,16.3,22.0,18.4,2.7,0.9,10.3,387,Good
1532,23.3,45.2,24.0,29.0,26.6,5.3,0.96,10.9,575,Good
2190,23.3,70.8,23.7,36.1,23.5,8.4,1.43,7.6,450,Moderate
2859,43.4,78.1,37.0,52.3,44.6,16.0,2.03,2.5,799,Hazardous
4364,51.4,108.7,2.1,20.6,27.1,11.8,2.03,2.6,744,Hazardous
3755,26.4,52.6,4.7,12.5,24.1,5.6,0.91,10.4,500,Good
851,29.9,54.2,24.6,38.5,30.9,14.1,1.67,7.0,359,Moderate
1526,32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,Moderate
2887,23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,Good
395,46.1,100.3,144.0,169.8,42.5,16.1,2.3,7.3,443,Hazardous
2650,25.7,77.9,16.2,22.9,12.2,8.1,0.95,11.5,326,Good
4045,18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550,Good
4278,21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486,Good
3956,25.0,63.9,9.3,10.8,15.8,4.6,0.92,10.1,490,Good
4305,19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392,Good
961,40.0,71.3,0.5,4.4,14.5,16.1,1.41,5.1,318,Moderate
841,30.2,79.7,21.1,25.3,30.6,6.5,1.63,5.9,609,Moderate
1580,30.4,64.0,9.3,10.3,35.0,4.9,1.57,5.6,708,Poor
3133,28.3,39.7,52.1,56.7,28.9,0.6,0.99,15.1,384,Good
1395,30.8,81.7,23.3,36.4,26.5,21.6,1.49,5.8,546,Moderate
4291,34.5,45.9,2.7,8.0,28.5,4.4,0.94,12.3,384,Good
