,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
428,44.4,99.7,1.9,4.2,33.4,6.3,2.88,4.9,710,Hazardous
3493,27.9,104.7,7.3,17.6,28.4,17.3,2.43,5.0,505,Poor
1093,37.9,80.9,76.2,106.7,40.9,9.0,2.11,5.9,737,Hazardous
4103,27.2,74.2,18.5,24.7,38.4,33.9,2.48,3.9,424,Poor
4387,30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,Hazardous
89,31.6,61.9,46.9,46.9,17.9,4.0,1.46,5.4,339,Moderate
1166,21.8,77.8,4.0,9.1,15.5,8.4,0.98,11.5,273,Good
2653,41.3,90.6,70.6,88.5,45.0,30.2,2.93,6.8,902,Hazardous
2203,28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,Moderate
4152,32.2,70.0,3.5,10.2,25.4,19.3,2.59,3.9,735,Poor
823,34.3,94.8,12.6,30.7,52.7,17.5,2.02,4.5,934,Hazardous
2804,29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,Moderate
4872,28.2,75.4,1.2,13.0,35.9,2.6,1.42,5.5,539,Moderate
2726,22.6,74.6,3.4,16.0,17.5,4.9,1.6,6.2,718,Moderate
3920,32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,Moderate
2617,17.6,46.1,11.3,15.6,14.2,7.4,0.9,11.7,591,Good
3188,26.7,64.4,7.6,14.9,24.0,3.7,1.07,15.0,544,Good
2710,30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521,Good
3519,28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538,Moderate
424,23.5,86.3,4.3,23.8,32.3,5.6,1.46,9.5,427,Moderate
2694,22.9,74.8,9.5,15.1,21.6,4.8,1.11,13.7,525,Good
1599,22.8,57.6,7.4,12.6,17.5,7.7,0.86,11.5,509,Good
4743,27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397,Good
2721,39.3,78.9,68.9,85.2,43.7,13.0,1.7,8.5,570,Poor
4295,23.6,56.0,24.7,29.9,17.1,4.7,1.1,15.0,540,Good
839,37.0,60.4,1.3,17.8,32.1,19.7,2.22,4.8,407,Poor
4305,19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392,Good
4952,25.2,43.9,0.4,4.9,12.3,4.8,1.08,12.7,471,Good
4646,23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,Good
1291,32.6,64.2,48.1,51.6,30.2,15.1,1.54,5.7,355,Moderate
4276,28.0,69.2,4.8,12.6,25.5,6.1,0.73,12.7,408,Good
2458,29.9,67.5,1.6,8.5,30.0,12.8,1.45,5.1,615,Moderate
1094,26.5,86.3,28.0,54.1,56.6,9.6,2.02,4.8,603,Hazardous
2223,32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478,Moderate
2102,34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608,Moderate
1302,33.3,64.4,17.0,33.1,25.1,10.6,1.39,5.9,511,Moderate
524,22.1,41.0,14.8,20.3,12.8,4.9,1.18,15.0,217,Good
1286,24.5,45.8,50.7,57.8,22.2,4.9,1.09,11.8,353,Good
1741,31.2,99.0,29.4,59.3,38.7,18.5,1.79,11.0,639,Hazardous
1261,32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,Moderate
2068,29.6,65.6,3.4,9.3,20.6,2.9,1.03,10.2,452,Good
1424,30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,Moderate
860,36.8,87.2,41.4,57.0,35.9,20.6,1.7,3.6,749,Poor
4007,30.1,74.1,28.6,43.6,25.6,24.2,2.19,4.7,450,Poor
1153,28.9,70.9,33.0,38.7,13.7,4.1,0.89,11.0,486,Good
2668,34.6,52.4,72.4,82.4,17.6,9.4,1.43,9.2,343,Moderate
4034,23.7,60.1,12.3,21.5,16.9,4.0,0.99,14.0,253,Good
2529,49.4,100.9,173.9,186.8,34.0,19.1,3.21,2.6,820,Hazardous
4712,26.1,63.3,11.1,13.7,23.7,4.5,0.89,14.7,450,Good
4473,24.6,76.2,19.7,25.0,20.5,9.2,0.95,10.3,400,Good
4568,23.0,79.9,0.3,9.8,23.0,10.2,1.73,8.9,264,Moderate
2628,23.7,46.8,1.2,6.6,23.4,3.1,1.07,10.4,531,Good
3065,36.5,102.2,115.9,128.0,27.8,30.8,2.22,4.9,510,Poor
3963,52.3,74.5,14.9,24.0,29.7,19.3,1.78,3.6,515,Poor
4768,23.6,67.9,13.6,31.3,32.5,12.4,1.48,6.2,309,Moderate
4596,32.0,48.8,0.7,15.8,16.9,8.6,1.65,5.2,662,Moderate
1227,33.8,72.1,3.7,18.3,29.7,6.8,1.16,5.9,625,Moderate
1317,24.3,77.6,16.9,29.0,34.7,8.9,1.22,9.0,316,Moderate
4783,29.8,89.2,48.0,54.6,31.3,14.9,1.73,4.9,704,Poor
2426,22.8,81.2,13.0,18.9,18.5,6.8,1.04,15.0,215,Good
1914,46.4,63.7,17.3,28.0,46.5,14.6,2.26,4.2,658,Poor
1243,28.0,67.3,116.2,126.2,26.6,4.8,1.32,5.7,307,Moderate
4983,23.8,57.9,21.9,27.3,21.9,4.3,1.02,11.1,336,Good
3723,23.0,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559,Poor
4365,27.8,64.8,7.9,13.3,25.1,4.7,0.99,10.4,223,Good
3270,38.2,63.5,63.5,77.9,32.4,6.8,2.3,5.0,458,Poor
1168,29.5,76.7,71.4,79.9,31.9,12.4,1.27,7.0,550,Moderate
2174,21.8,70.4,16.5,22.3,24.1,1.9,0.94,12.3,420,Good
3975,23.0,52.0,14.1,15.5,20.1,4.9,0.76,11.9,497,Good
2648,30.2,63.7,16.6,29.7,30.1,15.1,1.75,6.0,297,Moderate
878,24.8,46.4,0.7,5.7,15.7,4.7,0.98,10.5,523,Good
3073,23.8,40.2,8.8,12.3,27.9,6.9,1.0,11.1,317,Good
3613,36.4,78.0,31.2,47.9,30.4,6.8,2.07,4.4,656,Poor
4099,37.7,78.2,9.2,18.9,35.2,9.7,1.49,5.3,318,Moderate
4795,22.0,76.8,10.4,16.3,25.7,6.6,1.03,11.7,449,Good
2421,26.5,43.0,18.8,18.4,17.6,2.1,1.08,10.6,426,Good
3746,31.4,53.2,18.5,27.9,28.9,13.0,1.42,5.7,319,Moderate
943,37.1,72.4,60.3,68.4,35.5,14.0,2.17,3.4,580,Poor
577,21.8,79.6,7.1,16.8,14.5,6.0,0.91,10.8,455,Good
263,42.8,73.0,1.1,23.7,31.2,25.6,2.46,3.5,495,Hazardous
4572,31.8,71.4,18.6,32.0,18.7,13.9,1.3,5.5,483,Moderate
302,24.7,49.4,15.5,21.2,21.7,4.8,0.94,10.6,389,Good
1702,44.7,78.8,87.4,113.0,37.8,16.0,2.07,3.4,549,Poor
113,39.3,59.3,3.3,14.2,22.5,18.6,2.12,4.4,775,Poor
4776,30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431,Moderate
139,23.4,52.5,1.6,10.7,16.9,3.1,1.37,8.1,396,Moderate
1681,29.3,75.2,14.7,27.1,27.9,11.5,1.56,5.3,428,Moderate
3566,34.5,72.1,25.0,38.3,22.8,18.3,1.43,6.3,577,Moderate
1597,28.9,80.1,8.6,19.7,31.1,10.3,1.61,8.1,562,Moderate
4095,35.0,92.4,7.4,29.0,25.0,17.9,2.16,6.8,718,Poor
2765,22.2,53.1,13.8,15.0,21.5,4.1,1.06,14.5,276,Good
4237,46.8,93.8,11.8,25.4,33.8,28.7,3.27,3.7,589,Hazardous
3282,28.6,45.2,6.2,11.4,24.0,3.6,0.93,12.5,212,Good
273,26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523,Good
3578,29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421,Poor
3501,29.6,73.6,2.3,8.1,26.0,0.2,1.12,11.9,490,Good
2523,25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465,Good
972,27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,645,Hazardous
1503,32.0,69.7,95.7,110.4,36.1,20.5,2.3,6.8,673,Poor
2510,33.8,50.4,15.2,25.0,23.5,7.9,1.71,6.1,407,Moderate
2718,35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,Hazardous
4241,37.3,90.7,33.6,43.8,35.6,19.6,2.45,3.1,754,Hazardous
1527,21.8,73.5,11.6,14.8,24.2,5.9,0.96,10.8,463,Good
4966,28.0,80.7,62.2,68.9,29.0,15.3,1.61,5.1,336,Moderate
2185,37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684,Hazardous
942,21.4,76.4,15.3,22.1,12.4,3.4,0.96,16.3,420,Good
679,27.4,74.8,2.1,7.5,23.4,6.8,1.22,10.5,431,Good
1248,31.7,52.1,24.3,30.1,15.3,6.0,0.91,13.8,418,Good
2998,22.7,73.0,33.6,38.6,30.8,14.2,1.72,10.7,576,Moderate
3916,28.4,66.1,35.2,50.0,24.8,7.8,1.2,6.5,311,Moderate
2305,26.2,46.9,2.0,6.4,18.1,4.2,1.19,11.6,299,Good
2128,33.8,53.7,11.2,30.1,25.8,10.6,1.23,5.3,640,Moderate
169,26.0,38.6,16.6,22.7,22.0,2.8,1.22,12.9,389,Good
4151,23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506,Good
1619,33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585,Moderate
269,34.9,96.2,48.5,66.5,29.0,15.2,2.4,6.0,569,Poor
1470,29.1,47.1,1.7,6.7,22.0,7.0,0.97,13.4,566,Good
1967,30.7,54.3,5.7,20.8,26.5,13.4,1.87,7.2,437,Moderate
2843,26.8,71.2,9.5,22.8,20.4,14.0,1.54,6.2,367,Moderate
755,20.3,77.6,12.1,19.5,18.0,6.1,0.89,14.2,308,Good
1331,26.4,76.1,36.5,40.9,31.7,15.2,2.09,6.8,472,Poor
4722,17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566,Good
4899,37.0,78.3,12.0,24.3,23.7,6.1,1.7,7.6,485,Moderate
2806,33.3,59.2,9.5,25.1,38.2,19.9,1.69,4.9,450,Poor
4875,24.0,55.5,6.4,8.6,10.8,4.8,0.89,11.5,456,Good
1903,32.4,64.3,58.1,74.1,14.2,9.7,1.41,5.5,489,Moderate
2526,34.8,54.9,13.2,18.9,20.1,11.0,1.63,5.3,385,Moderate
493,29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682,Moderate
574,26.8,54.4,2.0,8.9,22.9,1.5,0.96,19.2,588,Good
2072,46.3,91.0,27.0,51.7,37.3,20.2,2.14,4.1,624,Hazardous
4464,26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544,Moderate
3508,42.2,73.2,6.5,20.3,53.8,23.7,2.41,3.7,633,Hazardous
2782,31.3,73.8,33.8,46.6,31.0,22.8,1.92,4.6,681,Poor
1045,29.6,75.1,6.1,14.0,25.6,9.5,1.52,8.2,649,Moderate
4607,23.6,66.3,10.2,20.6,18.0,8.4,1.64,5.5,581,Moderate
2569,38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,Moderate
4821,39.0,89.4,55.3,80.7,45.1,6.7,1.83,9.2,792,Poor
1268,24.0,39.1,5.1,14.0,14.8,2.0,1.02,10.1,242,Good
3017,24.1,81.4,80.4,93.2,19.7,12.8,1.66,9.5,400,Moderate
298,27.8,86.2,4.0,17.4,22.2,11.0,1.57,5.3,662,Moderate
3183,37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318,Moderate
624,34.6,65.2,47.0,59.9,24.4,15.6,2.15,7.0,771,Poor
3714,24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506,Good
82,37.3,94.3,67.5,84.0,42.4,27.5,1.94,5.6,863,Hazardous
4730,23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514,Moderate
824,47.4,64.8,68.5,80.6,38.5,13.5,2.54,4.0,633,Poor
2008,26.7,66.0,0.5,5.4,20.9,0.0,0.87,10.1,422,Good
952,33.7,98.2,51.8,64.9,35.3,8.9,2.29,6.4,685,Poor
586,27.6,78.7,4.8,8.5,24.4,5.1,1.0,10.9,513,Good
4692,36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323,Moderate
4404,22.6,66.2,3.1,8.0,16.8,7.1,0.84,10.4,321,Good
4686,28.4,51.8,8.3,16.6,20.4,2.4,0.98,11.0,549,Good
2730,35.6,95.7,13.9,30.0,37.6,12.1,2.0,12.3,552,Poor
4873,22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294,Good
2317,27.1,74.1,4.7,8.7,25.3,5.9,1.0,13.5,555,Good
879,33.5,70.8,8.1,16.3,22.0,15.9,1.63,5.1,527,Moderate
56,39.0,77.2,37.9,52.4,47.7,18.9,1.7,5.2,617,Poor
1940,20.1,77.9,1.4,4.9,14.9,2.1,0.88,10.5,536,Good
1613,22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,Good
3935,38.9,86.0,18.1,29.0,39.7,15.2,2.09,4.1,477,Poor
3232,23.8,72.5,16.3,20.1,26.3,3.9,0.69,12.2,519,Good
4158,30.9,57.2,2.0,12.9,29.2,15.2,1.37,6.2,632,Moderate
473,38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451,Poor
623,31.2,53.7,29.4,43.3,29.6,15.4,1.44,8.3,432,Moderate
1034,34.1,79.1,165.5,190.7,45.3,9.0,1.95,5.3,846,Hazardous
2312,41.4,82.4,12.6,27.3,41.2,9.1,1.91,4.3,471,Poor
2141,26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,Poor
1042,41.4,55.0,14.8,28.8,27.7,16.4,1.32,5.0,297,Moderate
34,30.7,80.6,7.6,17.9,23.6,26.6,2.18,4.2,677,Poor
502,31.6,100.3,6.4,21.2,43.5,14.5,1.79,8.1,558,Poor
4481,24.7,57.2,10.1,14.7,20.9,3.9,1.1,10.3,355,Good
606,33.3,98.7,20.9,36.7,35.1,16.0,1.73,5.1,578,Poor
4941,34.3,84.1,12.2,21.4,17.4,13.6,1.29,5.9,626,Moderate
2186,27.4,76.9,3.2,10.3,13.7,5.9,1.1,10.6,224,Good
2221,45.7,100.1,2.0,21.9,31.0,10.0,2.0,4.3,477,Poor
2932,24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230,Good
1696,35.2,71.8,12.2,25.7,28.0,7.1,1.27,7.8,327,Moderate
2698,30.4,59.1,3.9,14.9,28.9,12.3,1.67,5.6,487,Moderate
1010,26.8,91.1,16.6,21.3,25.8,6.4,1.72,7.7,571,Moderate
4040,25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,Good
4420,26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,Good
3921,29.9,77.8,1.5,23.4,43.8,20.0,1.89,6.0,681,Poor
1445,45.0,82.6,17.4,27.2,46.3,10.1,2.82,3.7,592,Hazardous
3263,21.2,75.1,25.1,31.7,26.0,10.3,1.48,6.9,666,Moderate
2895,30.4,63.8,12.2,22.1,31.3,15.5,1.7,5.0,389,Moderate
2786,30.5,48.5,4.9,8.0,17.4,3.9,0.95,13.8,371,Good
2299,17.0,77.2,19.0,26.3,19.7,8.1,1.0,11.1,217,Good
4282,25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438,Good
2706,28.6,67.5,0.2,4.9,19.0,4.5,1.04,11.4,444,Good
3364,32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655,Poor
1695,31.4,97.3,70.4,97.4,39.2,20.8,1.83,5.3,480,Poor
3987,24.2,69.5,6.0,9.9,9.9,4.7,0.97,10.5,461,Good
1159,19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,Good
2647,29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345,Moderate
3810,32.1,80.5,0.6,13.3,25.9,20.0,1.59,9.0,403,Moderate
4576,34.2,67.0,12.5,24.2,23.8,6.9,1.51,5.6,518,Moderate
2949,22.2,61.2,2.4,5.8,21.6,3.8,1.13,11.5,459,Good
819,31.8,85.7,12.3,13.9,20.6,15.5,1.21,5.1,372,Moderate
4215,27.9,47.4,9.0,14.2,19.9,9.0,1.06,10.5,428,Good
4253,34.8,60.9,38.2,54.1,24.0,15.6,1.28,10.8,308,Moderate
590,20.4,45.9,4.5,3.2,24.2,6.3,0.9,11.1,214,Good
1220,30.5,89.7,117.0,138.7,40.6,33.9,2.22,6.4,574,Hazardous
2453,33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405,Poor
802,25.0,77.9,2.1,8.6,12.3,0.0,1.09,14.1,269,Good
2763,27.7,68.1,30.4,35.6,28.8,5.0,0.86,11.0,485,Good
2241,29.9,60.8,88.5,93.5,16.5,4.9,1.7,7.1,454,Moderate
2783,25.1,63.9,5.0,8.8,17.3,6.3,1.12,11.0,367,Good
4383,25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,Good
1919,26.2,85.9,48.1,60.2,19.8,9.0,1.56,7.1,286,Moderate
1126,37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,Poor
3568,32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453,Moderate
4493,41.6,86.7,51.4,76.8,30.1,27.7,2.27,6.8,744,Hazardous
3087,32.4,66.1,9.1,16.0,13.9,4.6,1.02,11.4,283,Good
285,32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,Moderate
1538,23.0,48.9,0.5,8.8,20.2,4.5,1.08,11.9,496,Good
2914,27.1,75.3,0.1,7.1,13.8,7.9,1.03,12.7,499,Good
649,31.2,93.7,6.3,10.9,19.0,14.2,1.51,7.1,344,Moderate
1356,25.9,56.0,36.7,38.0,14.4,6.7,1.0,10.4,572,Good
2809,30.7,54.4,1.5,8.9,21.6,11.2,1.73,5.6,565,Moderate
2263,27.4,62.4,2.8,9.2,23.0,3.2,1.14,10.2,243,Good
23,26.0,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243,Good
4633,46.4,79.4,116.9,130.4,39.5,25.1,3.14,2.8,577,Hazardous
3205,31.2,77.6,12.1,15.2,26.6,4.5,0.91,10.3,410,Good
1500,25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319,Good
4860,31.3,68.9,31.4,32.5,32.7,6.6,1.65,8.0,489,Moderate
3597,35.8,84.5,0.2,11.8,32.1,6.8,1.38,5.9,352,Moderate
3533,30.8,62.2,11.8,37.1,29.1,17.0,1.91,4.4,629,Poor
2619,26.4,76.0,16.0,32.9,31.8,10.6,2.15,4.8,548,Poor
4846,38.8,78.7,3.1,21.2,43.4,16.0,2.02,3.6,772,Hazardous
919,33.0,47.0,16.4,23.0,26.3,4.9,1.22,9.8,655,Moderate
2709,38.5,92.3,1.9,12.7,33.6,13.8,2.99,4.9,848,Hazardous
4527,26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651,Moderate
384,24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,Good
4721,27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539,Moderate
4510,42.2,66.0,33.3,51.4,48.0,12.8,2.54,3.6,709,Hazardous
3881,26.8,55.2,3.6,8.0,20.7,5.6,0.76,12.2,575,Good
4003,26.3,77.5,23.1,29.5,15.1,3.7,0.92,10.4,399,Good
1210,38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638,Poor
28,19.4,62.0,13.7,20.1,15.0,5.5,1.11,13.6,475,Good
